filename,noise_variance
3450.png,9722.412987395928
4699.png,7535.741140821607
1726.png,14955.110136313413
148.png,9081.400890322448
5612.png,10339.561694215578
990.png,10078.219427356169
2844.png,13828.81535485135
403.png,9982.726879451491
3632.png,5255.530427672471
2661.png,11750.622406383365
3622.png,9613.813434451482
4298.png,11830.738176263823
3702.png,2171.363491487457
3068.png,12091.03932808569
1590.png,12247.03648493759
5174.png,10697.186272328188
1995.png,11956.544412284238
2121.png,12131.979350315778
3366.png,9678.232286423392
3709.png,8059.765436214467
3296.png,15243.202809298278
5993.png,10498.53040623759
1855.png,15223.195318977585
3107.png,12915.148928472208
4847.png,10967.292914158817
4761.png,11272.107111695046
1813.png,15211.771074018798
1000.png,6921.958536394323
4957.png,6654.439915309683
5674.png,14294.134160700647
2346.png,8848.660709102794
4309.png,9988.865191215848
2269.png,7912.098570012192
5657.png,15361.049781478418
4226.png,11125.935060882362
1604.png,11765.10033918625
4478.png,9389.451151643068
5947.png,13766.79789467539
352.png,10585.44690323645
2522.png,15070.842033536132
35.png,11867.293349583388
2302.png,10227.735340640162
3102.png,11638.446943270084
4540.png,9181.248489133099
3637.png,5284.849793024105
5448.png,9099.314543932425
3440.png,6137.599396490549
2030.png,10083.967724102531
3748.png,3713.068600531311
3406.png,10783.09238730493
5130.png,14826.641971697756
5342.png,15226.922010142474
232.png,10057.775702599753
5503.png,11370.455236478154
817.png,8649.899578865108
1827.png,15210.562905512246
334.png,14610.123040372046
177.png,12041.094366216432
2533.png,12662.46322506631
2637.png,8598.79515744122
4626.png,15287.49366098251
2990.png,10104.024923518748
1081.png,11297.78329201697
5681.png,11831.668612077383
3262.png,6994.195761812118
4530.png,7181.994811379503
1780.png,9830.40487664211
3554.png,10075.962566349448
3531.png,14218.764641800024
1992.png,11271.205434336493
5364.png,7667.493258066499
2058.png,12067.935564698697
142.png,8797.422079688155
5960.png,11918.917060150892
2365.png,9501.194740670086
5432.png,12418.410132657216
834.png,10619.782082720807
3002.png,10021.64789783188
1176.png,11489.54962313402
1914.png,14870.770626156213
5959.png,7657.101837816475
754.png,10259.316729359507
3655.png,8827.844176165954
407.png,10038.446512214161
3047.png,14799.606113883527
2767.png,8654.474038872379
2978.png,13025.210175086975
104.png,6943.264971955962
4641.png,15298.75086502143
2013.png,11077.69091637453
4846.png,12334.186355988344
3561.png,12534.395298538671
1690.png,8854.726306245582
5962.png,12362.6980667978
1413.png,7151.709575916162
384.png,12419.961134322099
2011.png,12756.851812681314
4852.png,14478.751431321796
4208.png,10630.508009861536
5093.png,14299.841227346586
4776.png,9506.589248806138
4582.png,14947.449487891143
1670.png,11849.793421910706
376.png,12224.433061626887
543.png,15045.576471048615
1312.png,11529.403773398784
5845.png,1895.1280127478717
737.png,8885.161233795092
4661.png,11270.690256511922
1156.png,10884.843086151908
4110.png,12035.355167785365
3220.png,7308.633384427075
1004.png,5570.657029802523
4261.png,11683.047538435487
2069.png,11802.187973741136
2675.png,10982.282688900215
4175.png,11939.413438466448
3692.png,10705.164671774655
3052.png,11781.90981587557
133.png,11430.891485346592
4070.png,12117.697821563179
70.png,9285.794228037734
1754.png,7305.84078385652
1529.png,14823.73771405583
162.png,10768.837634155288
5547.png,9953.512479820625
419.png,10384.463559044645
951.png,10941.676205298707
1705.png,13106.74131396461
4052.png,13349.586744568596
2169.png,12117.717458767687
2410.png,6595.903759505816
4442.png,9761.382259443897
940.png,5893.332714459074
3058.png,11854.744230990887
4296.png,10968.8490879334
517.png,8113.142706471
1032.png,11018.022298930187
398.png,10915.058457280702
634.png,10853.42753806203
4484.png,6635.337677714433
3634.png,10495.145521263772
1513.png,14413.69589421471
186.png,8903.76631415871
778.png,11350.947117560196
5437.png,9426.600037369644
3030.png,12315.096796948808
3189.png,11490.629602165965
73.png,7906.094973542483
870.png,9703.890081252533
4350.png,10819.369403848243
933.png,12422.681325533738
2741.png,13070.173028432151
2513.png,15209.412762356696
3715.png,11598.480665210447
1633.png,11998.108953185165
3712.png,9865.429695924546
92.png,11018.57477174353
5989.png,8413.062639571559
1328.png,11218.382343037261
4914.png,11761.768533432274
2182.png,11981.69503251917
2381.png,11731.359931621866
1989.png,9239.380407766417
542.png,15216.73619955418
2376.png,9992.778852577003
5340.png,15216.003928633812
2136.png,14854.343922195112
4771.png,9104.872616438888
4671.png,8880.059621422888
766.png,11177.300966935285
2003.png,6898.274394982024
4033.png,13163.319418044559
315.png,12231.739446482685
4809.png,9158.86861739562
436.png,11480.448343428481
359.png,11078.18328573483
4985.png,6893.181778759904
261.png,14891.277929327765
3469.png,11931.421258345661
4677.png,9814.104652587452
5790.png,11627.780490730553
5598.png,6619.385177957281
1214.png,1689.6262558929325
4670.png,12530.2872746468
1931.png,15002.866263150781
5723.png,12371.1197853249
1673.png,2353.9212545136243
3697.png,5005.246777777243
2051.png,10220.348831270903
1532.png,14663.353800146771
1820.png,14994.021195063156
3497.png,11606.543468471322
2537.png,8340.374116680528
1918.png,15225.355776611374
4051.png,9047.82297707428
901.png,11677.657421600465
5485.png,12342.186920868731
3804.png,11602.30564804507
3061.png,14574.180448033754
5781.png,9633.797437508454
1096.png,14298.446577204748
2430.png,9780.215709872253
4578.png,15216.456251821464
2829.png,7536.832621379004
5976.png,11370.429566581444
3568.png,11621.053687021691
2893.png,15054.23470882557
4494.png,5671.09651091253
153.png,12082.990791440543
5023.png,9423.845711146081
1578.png,14887.124695974751
3205.png,1993.7393418015631
3403.png,11693.500464883402
1954.png,9803.207660252025
1500.png,14563.756411631806
4910.png,9625.126356531624
5173.png,8280.782177743398
1846.png,15200.468652235715
2462.png,14870.129101234426
1959.png,11660.50121176017
5488.png,9716.947786123437
2218.png,14836.207960444157
2902.png,15200.200723956747
4990.png,11845.378842843707
2099.png,14938.410708761981
3184.png,9804.913550449599
4277.png,10951.662038661727
1320.png,9822.515264352382
3920.png,9678.328278046085
4563.png,15246.871823041336
167.png,11403.271536393904
1348.png,10064.736364225111
2640.png,9717.620492471695
5741.png,10403.158945563215
628.png,7523.672997080228
3053.png,14485.415072801623
2041.png,11618.382381146139
3736.png,9052.903480476958
3243.png,9806.472139126801
506.png,8965.343463779775
2156.png,12775.579427135122
3341.png,11120.20751924249
1147.png,11229.064962290584
1375.png,11904.677013214392
1452.png,13742.582514699703
5934.png,15212.101798754595
2094.png,14745.66806563464
441.png,9075.967731009352
928.png,11112.826679791095
5584.png,9846.264175785405
4598.png,15217.457899017976
4536.png,1972.255332595698
562.png,9765.461153682863
681.png,15199.135952138231
5129.png,11879.083969058269
2668.png,9911.680552391976
3659.png,9073.405427925389
2582.png,8830.712576253129
1266.png,8924.100680732947
1542.png,12019.693221525866
5298.png,15176.392340136765
4552.png,15212.048550538328
5399.png,11873.153000629189
4423.png,11113.903103450231
5707.png,14524.787180837962
3174.png,10340.399745597304
2526.png,15215.47871302487
1206.png,1716.6726301755468
3028.png,10345.388836908332
5151.png,10483.47626213419
1064.png,14832.205106438414
4228.png,11310.939893642668
3415.png,12619.631801147769
204.png,5976.089075917294
646.png,14926.097106812504
1179.png,11007.49290867496
5039.png,11951.448953139228
2233.png,12267.74467470997
75.png,4905.578908208739
1128.png,9944.307336212552
5961.png,11481.148002513168
296.png,14568.961259467533
2184.png,11667.415418504383
1494.png,11611.588015693469
5017.png,7017.894898533817
5091.png,10301.303205103783
2388.png,11432.5604766768
3650.png,6479.548164454197
5417.png,8636.765293673052
1364.png,12400.762909512523
1334.png,11587.373044922126
1576.png,12374.12633760752
1072.png,12407.710087759713
2832.png,11326.695797551025
4388.png,11935.471691868617
4959.png,10288.337709001653
1123.png,10432.094938785953
1808.png,15197.89248167825
3283.png,15216.612684106738
2801.png,9527.90267333418
4026.png,6153.856065908977
4925.png,11210.433580379839
744.png,8059.991858228308
2428.png,4665.489740654634
1314.png,12505.193313628406
4687.png,12280.391879072347
3098.png,12366.166271328244
538.png,15210.209757956181
1301.png,9046.243020981277
651.png,12730.45589234665
899.png,11763.457009374462
5542.png,11747.241852570527
3172.png,10505.778336942623
4652.png,15160.059230203216
1907.png,13647.183362821143
3255.png,9150.799841926357
270.png,12686.645551598918
2607.png,8833.282344209028
4839.png,12943.693003197814
3082.png,11686.450596026389
89.png,8832.858149370912
385.png,10042.20189542895
3628.png,5045.138825500455
2096.png,15257.71308138682
3645.png,10014.793108579042
768.png,9425.679811409733
4675.png,9514.659981921975
4381.png,10353.500642824009
3833.png,9224.484057795114
872.png,8376.340288468053
5413.png,13966.2135553047
5224.png,4448.426057707479
4902.png,7269.288549512308
5933.png,12187.808734353566
4269.png,10619.839651883643
5238.png,3649.824839550586
2079.png,15307.905137681946
4196.png,11720.016927075858
5065.png,11575.42903901784
338.png,11499.254373011841
3025.png,10545.885717890478
3478.png,12492.845166882169
3949.png,11703.378291062683
4003.png,11150.878150664428
5289.png,15197.1443339125
333.png,8887.42714297788
164.png,6642.476265373033
5069.png,11218.488068825458
5121.png,11693.911742287124
1168.png,10738.21184453319
5740.png,10878.819974213682
1118.png,12018.964475950612
4740.png,13850.791147846641
4782.png,11486.217641116667
1867.png,15204.334044352263
752.png,10983.909744101853
4155.png,10097.895829713218
3831.png,8844.76641178745
5516.png,8557.132369238043
2795.png,11180.724348080272
550.png,15004.255269665286
1326.png,11275.243322564127
521.png,9039.450242089246
4334.png,12386.770317381455
4493.png,9918.144722911258
1275.png,9205.13602705319
3599.png,9897.469234598699
2355.png,11065.798960797365
5905.png,15197.643616866511
2143.png,12340.52452879607
5574.png,6814.225717236948
1789.png,11640.274921152675
5927.png,15225.170761455463
11.png,8263.511403478731
1668.png,11383.806400687876
5568.png,10859.55979665584
1036.png,12271.205957124319
5101.png,11968.81849346225
4466.png,8767.539790309682
615.png,12248.674426053316
5336.png,15177.735537635785
3534.png,9873.423651163015
5580.png,11195.418154847674
416.png,11744.85593292158
5668.png,9162.364814499342
2495.png,15144.584693119717
1952.png,11541.087019697354
5148.png,10317.321985914074
994.png,9399.349230187096
3724.png,9145.787581756618
881.png,11585.114083627523
605.png,8839.690425499954
4314.png,10659.830385366644
4527.png,7440.436372633744
707.png,15221.349408231396
3869.png,8264.16563451109
2854.png,14880.92930547805
3966.png,5748.5538340271005
3144.png,9674.285778570316
351.png,9773.253329594381
1010.png,12739.161107838927
3838.png,15219.186351327391
1910.png,15192.837687761832
1208.png,9824.873067769991
213.png,6602.690775382982
4589.png,15217.599530165198
2577.png,8915.171822935434
4932.png,8089.9123323203985
5975.png,8161.976242038464
1695.png,4841.422433917112
4135.png,14571.58380582406
5457.png,11310.024727937773
5187.png,11872.075753456895
411.png,10716.27140215531
4505.png,11553.426651695705
2183.png,14827.767344410846
505.png,10356.56889063649
5160.png,14123.814300405142
1445.png,7340.087154068416
114.png,8783.29731250845
1698.png,8500.404194440636
1871.png,15205.580583529409
1307.png,9254.91457052878
930.png,13161.882937027432
5469.png,12384.692844832147
5500.png,8712.689601286243
2278.png,8884.627822222088
4146.png,9715.870302381012
4254.png,12358.623478464044
302.png,14704.959441205614
185.png,10139.649554389573
5429.png,8476.645587538924
1870.png,15238.269453258825
240.png,13991.97036951279
4149.png,11558.323751066853
3160.png,13746.021527455196
3956.png,10069.512662746716
5817.png,12337.699787746245
1483.png,14969.534970268996
811.png,11043.745381597735
4361.png,11092.177349613714
5489.png,9470.393932945903
5769.png,10583.294856372222
3211.png,11215.177859019204
317.png,12063.952754929682
2653.png,11884.687368309784
1294.png,11455.20658845732
1530.png,14858.54814288343
3864.png,9321.186378183465
2026.png,7604.970869024818
3582.png,11552.86989132627
3520.png,12895.488764577905
1678.png,7367.503487001369
2998.png,9313.631699738708
1514.png,12021.112934835899
5763.png,10017.16283095707
1041.png,14872.295801499258
4090.png,11601.678192573896
2702.png,7891.046009416423
281.png,10689.368560409504
2901.png,15238.387486531421
3733.png,8552.948309194424
344.png,14386.59072921216
5018.png,11691.520591877188
1967.png,9610.520396999847
5205.png,10547.31714030058
1649.png,9917.791718795963
3830.png,10120.85899341568
5628.png,14555.26885422816
3587.png,11767.264054199413
2519.png,15059.31149593319
1268.png,8892.605517034679
4431.png,10737.868708687638
5894.png,15228.900586533107
3805.png,9572.159813379962
1627.png,10047.997417932425
3056.png,11399.195917685944
457.png,9689.206268775486
493.png,1778.9602509680635
1329.png,9173.07026611315
759.png,11131.696001939288
4093.png,10685.63975268917
5630.png,11342.780492436133
3165.png,10141.184579933348
4793.png,9479.601279414088
907.png,12260.402387211841
2489.png,15194.152739209952
1071.png,13866.188806044136
362.png,11994.953961705292
2336.png,12362.48189956477
2751.png,9821.104211494758
5925.png,14916.512492871367
4153.png,11743.657787962904
1148.png,11353.792499366507
176.png,10037.26351357691
5288.png,14787.511284375514
2106.png,12275.467215795334
4078.png,14845.777494143844
3675.png,5409.5339321013425
4044.png,13283.793762062112
660.png,13244.233456498974
4531.png,10055.805481529573
727.png,15220.320301173064
4252.png,10649.605189470925
1625.png,10370.688835066467
2088.png,14939.839619309152
95.png,11658.350930188806
2228.png,10535.958812992954
432.png,10583.185761475217
895.png,11484.98474417651
1161.png,10602.099395873736
2594.png,12056.973370719628
5262.png,15205.84463327503
5594.png,6185.073439573958
3445.png,10786.261132390016
97.png,10823.821077861234
3387.png,8137.456298362142
4446.png,10081.092623930947
5509.png,11406.820634165651
5863.png,14950.468432859521
1351.png,9511.645507435614
5380.png,9534.558838961764
124.png,9607.842407894543
2429.png,7403.178704214693
119.png,7648.620062637165
3268.png,10784.65483739699
1227.png,11581.89461744922
2747.png,13301.253535978927
3319.png,14929.247129681055
3451.png,13338.34916679683
256.png,14932.47211751329
2861.png,14752.653276826342
4074.png,12029.455869759522
4634.png,15197.010866916244
791.png,8615.805293935731
654.png,15200.795359049194
3471.png,15412.747302882444
100.png,8832.705005245709
1381.png,9430.397700691583
211.png,6583.881507308796
5379.png,13227.874484197895
4660.png,9683.891971802841
1241.png,9389.254035667347
2345.png,10005.38266374689
2696.png,9499.778187828226
3314.png,14855.63627571922
500.png,8687.883794834981
5363.png,10774.187614004499
4216.png,14569.227403736693
4348.png,12023.07741566934
4741.png,8206.684991463393
2333.png,10959.66184926671
322.png,14810.768477114283
1584.png,11720.776575417593
4158.png,10939.894804837131
3235.png,9833.68114412723
2372.png,10331.520282446678
1622.png,12096.6419541788
76.png,10021.620479719142
1269.png,7337.20342868576
1197.png,8685.1820962489
4066.png,14555.038799219978
3730.png,9267.913826332127
193.png,5895.978953467804
2541.png,8584.355021267555
2841.png,14322.86965042167
5536.png,13035.303836992092
5784.png,10489.58212816895
4516.png,9458.847294057292
608.png,10437.630144169458
1893.png,15212.07969250273
5893.png,14901.50440301731
5625.png,14175.5432410291
1955.png,9757.62853965878
5477.png,9240.121020191518
5805.png,10208.329229249051
4987.png,11917.091163666602
5087.png,10667.107623281483
3684.png,7803.411758935845
191.png,7692.788755676523
420.png,10116.969448965317
528.png,10449.095038101306
163.png,13192.09073281841
3242.png,10492.059360835385
31.png,10966.915939187153
3208.png,9802.754218194039
2523.png,11109.952215998253
2491.png,15198.68875964347
4068.png,11842.359934198961
3899.png,11005.214563578027
5445.png,11531.347835467019
2750.png,10445.805378264306
5658.png,14205.10260572011
2301.png,10827.613132419689
1779.png,1012.4000535477538
4986.png,8807.91508270746
3367.png,11297.063104409515
3695.png,8736.684037770763
4802.png,13268.771974038342
4075.png,11954.394855850938
5660.png,14833.51999327306
5196.png,8696.7634369694
4923.png,7981.953073654904
623.png,9836.125430866634
5146.png,12061.45332955233
969.png,5317.549891085092
2349.png,8541.743532123946
5651.png,9826.840300085496
1097.png,14858.13162526035
642.png,14887.432582468833
2558.png,11226.977156770712
3523.png,12062.05217024485
4266.png,9944.839723548044
1401.png,9339.00973162971
1594.png,11800.077573900446
825.png,12332.481487758789
4313.png,11041.202388414431
1420.png,9723.567926903988
2517.png,14954.56979747862
5896.png,15090.95226645838
3705.png,1122.6792855507454
4213.png,14756.492357198675
4608.png,14980.065959041971
1882.png,15207.714016396068
4672.png,9241.734134302113
2943.png,11592.692658988657
2280.png,10443.529073088648
3912.png,12014.580191072
1122.png,13798.44206828918
1018.png,12646.737440806784
4712.png,12445.594082100824
4042.png,14965.493252857788
1220.png,10871.099581858749
1469.png,14459.977250304952
5780.png,9067.953110932258
2017.png,10081.543745738973
5559.png,11086.916663991851
5268.png,11225.245672517469
1991.png,9593.375895364416
138.png,7288.641441152221
629.png,9612.43963973603
2380.png,11760.35536278006
4854.png,14900.374405995644
2344.png,10215.272608348134
2113.png,11060.05838971871
4637.png,11619.528462312548
3631.png,1425.983574470983
1333.png,10162.987707253698
4628.png,13645.81031593569
2213.png,12108.157487005086
3982.png,13035.908276171058
396.png,11460.065232676594
4725.png,9525.350075630009
4.png,8900.03026395302
1405.png,12070.587594028359
3807.png,5497.3226368804535
4728.png,12495.388241729013
2095.png,14329.276559556667
796.png,9590.770755426627
844.png,11468.415168283687
225.png,14676.921769862984
3457.png,11658.158407413099
1371.png,9110.50079563396
561.png,15198.036633519396
4648.png,14934.828686290783
2028.png,10747.610443358424
5474.png,7210.246043373876
3433.png,10190.086191932734
2472.png,11056.391215944399
5830.png,9724.272090189339
4259.png,12406.17432265777
5662.png,14029.721400968752
588.png,7475.932702313377
4647.png,7224.127306363279
492.png,9301.948062831012
2370.png,10650.487328777517
5140.png,11732.275579246674
2853.png,14232.303547706131
2609.png,7569.967075622443
669.png,14859.075896865212
2037.png,10855.24602787244
2173.png,7381.425630945271
1315.png,12216.595222858454
3200.png,11000.335374021888
1868.png,15166.37431892347
3429.png,9738.045495291408
1219.png,5658.926981425633
3683.png,10304.985794849925
4765.png,8301.66558761979
3393.png,12626.731621458655
3143.png,11306.02674024061
3222.png,7444.981702408142
1887.png,15216.381957152822
1482.png,15256.15849477965
2534.png,12001.851577040741
5859.png,1582.6672304478536
192.png,6732.820309630691
2463.png,15242.820909608905
3051.png,14857.436683659827
3474.png,14863.940615290105
2067.png,11205.94186200274
2340.png,10695.291729466007
2806.png,12165.99948728876
2466.png,15192.978313965405
1249.png,12411.777623131933
3732.png,7373.7930070830325
3493.png,6737.050902654725
5158.png,11078.54879438692
3290.png,15216.309195220614
3444.png,5896.415778041006
5200.png,9066.556084155172
2097.png,11081.609593392353
5058.png,12394.415298373588
43.png,5522.326969689023
3612.png,9131.1831530318
1137.png,12044.86651191045
229.png,14957.247790637855
5455.png,11032.701686665288
1598.png,12134.077788084358
992.png,10080.24036099299
5052.png,12675.002173508168
4448.png,11807.413662421639
1783.png,9835.09326411624
3066.png,10715.634464131408
3563.png,14812.927150057038
5269.png,14828.391319138815
5225.png,9666.089401073252
635.png,10797.913513710222
2040.png,12194.555200183533
1844.png,15199.720735850713
1135.png,10350.18232040413
2405.png,1409.544602158562
2242.png,12216.042914305484
962.png,8369.67169130176
3847.png,13904.81497825693
3687.png,12851.711405360269
4927.png,6357.154683653558
129.png,8411.716299945065
5478.png,11442.005014956594
5954.png,8037.4960719974115
4188.png,11822.288324138317
3423.png,13164.110562038773
3894.png,8179.693533050936
4289.png,10338.036070320359
1946.png,8552.160214740741
331.png,11033.372818263222
3880.png,11081.06202620229
4603.png,15227.980665089166
1885.png,15216.734396232156
3226.png,9462.679908744813
1243.png,10253.772357187196
4764.png,8367.292623181715
4020.png,12018.919603001636
4242.png,9992.185728113842
4316.png,11452.120492459386
4813.png,10960.394374726722
1067.png,14835.966424887813
5545.png,9925.064660380674
313.png,12303.586716773354
966.png,10910.892147252709
3509.png,11558.577380817194
672.png,15421.66575928593
4710.png,8483.479777867475
2371.png,9843.368891165912
4027.png,13916.059656312818
820.png,11495.506133847211
1558.png,11642.258639423848
1349.png,10286.92917893685
1279.png,7483.313178665437
4946.png,9483.725985503774
3186.png,10035.392627926978
1733.png,2877.5820170298825
3395.png,12148.78411177783
1740.png,9083.508721901195
4238.png,13506.846221153397
580.png,5883.524516457728
4877.png,15215.472636900535
345.png,10960.923493623412
4705.png,8456.612906069007
3447.png,7285.173924495115
3157.png,12027.4958204699
2611.png,12050.655939917162
4322.png,10992.092864133921
4194.png,14185.512913701337
3435.png,13735.940621733167
2053.png,5481.006545077758
1694.png,11175.472270422506
171.png,10741.824603666226
682.png,15166.291479173213
1113.png,10869.874263907921
903.png,11313.620442631647
3015.png,9958.699804995063
2066.png,10686.901658720239
4532.png,10223.741720280073
5557.png,8820.576117941757
5984.png,11689.874475496517
3580.png,10429.440545395662
2786.png,9354.983519926565
1154.png,11186.882670407407
3790.png,5752.54512078295
1984.png,9685.783212132903
1755.png,12269.895422718051
5392.png,9005.523655506915
4429.png,9863.208136176736
1616.png,11062.514693552926
1913.png,15212.703779892305
287.png,14572.635991913148
1339.png,6478.211946704473
4193.png,10951.304602892695
3688.png,8660.600057416497
3176.png,10793.797040537414
1187.png,1485.9843484944117
5403.png,9788.26370219304
4853.png,11299.913678025607
3365.png,10802.05206434751
1103.png,11006.773431768506
2435.png,8634.519494027165
3738.png,7827.257654790256
5938.png,15204.81298128195
4810.png,11746.020326614533
4404.png,9193.669522925873
1199.png,7408.375517360573
324.png,11552.994804458858
4627.png,15225.100978963166
145.png,10040.47530228731
3541.png,10289.739376195803
1255.png,8672.275173349088
3559.png,9578.71019881473
2864.png,9963.389834423091
4192.png,11969.071350738895
4585.png,14905.652043057204
863.png,11368.994245982249
4681.png,9151.197062508914
1283.png,10777.567400059588
5250.png,15173.288051477357
4790.png,12047.337440070218
2904.png,9012.494732904186
1108.png,11011.332891643386
4364.png,10070.074043656039
1430.png,8824.466266324785
5033.png,10350.120972893525
5045.png,14868.874239171655
2717.png,11608.256240590435
1548.png,14829.665999429339
3574.png,11695.526801708324
3922.png,11204.34662687894
3330.png,15199.315004809134
5849.png,11799.971221251357
5892.png,10118.806556398593
5266.png,15194.309313158401
5913.png,15330.145987014263
5656.png,12306.546023961013
5247.png,15195.770346578842
5727.png,10939.05453414054
40.png,11911.519372681694
3998.png,10861.42259201744
4708.png,11537.32169367879
3072.png,14772.129272246326
4808.png,11104.092710883911
4571.png,15348.671559445718
1322.png,10590.138029595653
2875.png,14278.128049007993
2082.png,14813.193323269486
4863.png,15202.906077659474
3585.png,9046.882820384317
3134.png,11523.149889860299
